"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Caixa)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Superordem","Ordem","Subordem","Superfamília","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de Remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00071","x","x","RF-22","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de costela","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00071","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00072","x","x","RF-32","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00072","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00073","x","x","RF-09","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","epífise de fíbula","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00073","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00074","x","x","RF-24","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso longo","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00074","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00075","x","x","RF-33","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00075","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00076","x","x","RF-32","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00076","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00077","x","x","RF-37","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso provavelmente craniano","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00077","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00078","x","x","RF-34","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00078","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00079","x","x","RF-20","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso longo","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00079","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00080","x","x","RF-27","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00080","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00081","x","x","x","x","x","Valgipes bucklandii (Lund, 1839)","Valgipes bucklandii","(Lund, 1839)","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Mylodontoidea","Mylodontidae","Scelidotheriinae","Valgipes","x","bucklandii","x","espécie","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2015-06-28","voucher","INDETERMINADO","x","x","14","06","2015","x","x","14.VI.2015","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Parque Nacional da Serra da Bodoquena; Toca da Onça","21°29'35""S","56°45'27""W","-21.493056","-56.757500",276,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00081","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00082","x","x","RF-30","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00082","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00083","x","x","RF-07","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00083","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00084","x","x","RF-13","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de costela","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00084","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00085","x","x","RF-04","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00085","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00086","x","x","RF-05","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de mandíbula","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00086","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00087","x","x","RF-16","x","x","Caiman","Caiman","x","Animalia","Chordata","Vertebrata","Reptilia","Crocodylomorpha","Crocodylia","Eusuchia","Alligatoroidea","Alligatoridae","Caimaninae","Caiman","x","x","x","gênero","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de ostederme","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00087","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00088","x","x","RF-36","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","provavelmente astrágalo","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00088","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00089","x","x","RF-19","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de escápula","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00089","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00090","x","x","RF-38","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00090","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00091","x","x","RF-08","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de fíbula","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00091","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00092","x","x","RF-39","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento de osso longo","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00092","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00093","x","x","RF-40","x","x","Vertebrata","Vertebrata","x","Animalia","Chordata","Vertebrata","x","x","x","x","x","x","x","x","x","x","x","subfilo","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","x","x","x","x","x","x","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",1,"x","x","x","x","nativo","x","fragmento ósseo","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00093","x"
"2016-03-30","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00094","x","x","x","x","x","Gastropoda","Gastropoda","x","Animalia","Molusca ","Conchifera","Gastropoda","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2012","voucher","INDETERMINADO","x","x","09","09","1995","x","x","09.IX.1995","direta","x","material carreado pelo Rio Formoso","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bonito","x","Rio Formoso","x","x","x","x","x","x","x","nulo","nulo","nenhum","nulo","nulo","em barranco próximo a foz com o Rio Miranda","fóssil",10,"x","x","x","x","nativo","x","conchas","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00094","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00095","x","x","PBQ-41","x","x","Nothrotheriinae (Nothropus?)","Nothrotheriinae (Nothropus?)","x","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Megatherioidea","Nothrotheriidae","x","x","x","x","x","subfamília","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2012","x","x","X.2012","direta","x","material depositado em gruta seca","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","fêmur esquerdo","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00095","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00096","x","x","PBQ-42","x","x","Nothrotheriinae (Nothropus?)","Nothrotheriinae (Nothropus?)","x","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Megatherioidea","Nothrotheriidae","x","x","x","x","x","subfamília","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2012","x","x","X.2012","direta","x","material depositado em gruta seca","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","fêmur direito","em coleção","x","x","Oliveira et al. 2017","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00096","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00097","x","x","PBQ-43","x","x","Eremotherium laurillardi (Lund, 1842)","Eremotherium laurillardi","(Lund, 1842)","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Megatherioidea","Megatheriidae","Megatheriinae","Eremotherium","x","laurillardi","x","espécie","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2014","x","x","X.2014","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","fragmento de mandíbula","em coleção","x","x","Oliveira et al. 2017","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00097","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00098","x","x","PBQ-50","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2014","x","x","X.2014","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","tíbia","em coleção","x","x","Oliveira et al. 2017","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00098","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00099","x","x","PBQ-48","x","x","Mammalia","Mammalia","x","Animalia","Chordata","Vertebrata","Mammalia","x","x","x","x","x","x","x","x","x","x","classe","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2014","x","x","X.2014","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","fêmur","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00099","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00100","x","x","PBQ-45","x","x","Megatherioidea","Megatherioidea","x","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Megatherioidea","x","x","x","x","x","x","superfamília","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2014","x","x","X.2014","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","tíbia","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00100","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00101","x","x","PBQ-52","x","x","Megatherioidea","Megatherioidea","x","Animalia","Chordata","Vertebrata","Mammalia","Xenarthra","Pilosa","Folivora","Megatherioidea","x","x","x","x","x","x","superfamília","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2014","x","x","X.2014","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","vértebra torácica","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00101","x"
"2017-05-23","nenhuma","FossilSpecimen","UFMS","ZUFMS","ZUFMS-FOS00102","x","x","PBQ-47","x","x","Ungulata","Ungulata","x","Animalia","Chordata","Vertebrata","Mammalia","Ungulata","x","x","x","x","x","x","x","x","x","superordem","aceito","x","x","ICZN","x","OLIVEIRA, A. M.","2014","voucher","CORDEIRO, L. M.; OLIVEIRA, A. M.; BORGHEZAN, R.","x","x","x","10","2014","x","x","X.2014","direta","x","material carreado por rio subterrâneo","x","América do Sul","Brasil ","BRA","x","Mato Grosso do Sul","Bodoquena","x","Assentamento Campina; Gruta das Fadas ","20°34'05""S","56°43'33""W","-20.568056","-56.725833",3,"WGS84","x",298,300,"lagoa","0,2",4,"x","fóssil",1,"x","x","x","x","nativo","x","úmero direito","em coleção","x","x","Oliveira 2013","x","x","x","br:UFMS:ZUFMS:ZUFMS-FOS00102","x"
