"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Caixa)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de Remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"dcterms:modified","informationWithheld","basisOfRecord","institutionCode","collectionCode","catalogNumber","artificial:shelfLocation","artificial:flaskLocation","otherCatalogNumbers","associatedOccurrences","relationshipOfResource","acceptedNameUsage","scientificName","scientificNameAuthorship","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","taxonomicStatus","originalNameUsage","vernacularName","nomenclaturalCode","identificationQualifier","identifiedBy","dateIdentified","typeStatus","recordedBy","recordNumber","fieldNumber","day","month","year","eventTime","eventDate","verbatimEventDate","samplingProtocol","habitat","eventRemarks","fieldNotes","continent","country","countryCode","verbatimLocality","stateProvince","county","municipality","locality","verbatimLatitude","verbatimLongitude","decimalLatitude","decimalLongitude","coordinatePrecision","geodeticDatum","footprintWKT","minimumElevationInMeters","maximumElevationInMeters","waterBody","minimumDepthInMeters","maximumDepthInMeters","locationRemarks","preparations","individualCount","sex","measurementRemarks","lifeStage","reproductiveCondition","establishmentMeans","behavior","occurrenceRemarks","disposition","artificial:shippingGuide","associatedReferences","dcterms:bibliographicCitation","datasetName","associatedMedia","nameAccordingTo","occurrenceID","previousIdentifications"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00025","organizar","organizar","x","ZUFMS-AMP03118","animal inteiro","Rhinella diptycha (Coper, 1862)","Rhinella diptycha","(Cope, 1862)","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","x","diptycha","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2012-12-11","voucher","FERREIRA, C. M. M.","CCG018","x","11","12","2012","x","2012-12-11","11.XII.2012","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Centro de Educação Ambiental Imbirussu","20°26'32.35""S","54°40'47.80""W","-20.442319","-54.679944","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00025","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00026","organizar","organizar","x","ZUFMS-AMP03141","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus ","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-03-13","voucher","FERREIRA, C. M. M.","CCG052","x","13","03","2013","x","2013-03-13","13.III.2013","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Chácara Coqueiral","20°29'45.27""S","54°35'25.15""W","-20.495908","-54.590319","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00026","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00027","organizar","organizar","x","ZUFMS-AMP03142","animal inteiro","Physalaemus nattereri Steindachner, 1863","Physalaemus nattereri","Steindachner, 1863","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","nattereri","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2012-12-13","voucher","FERREIRA, C. M. M.","CCG024","x","13","12","2012","x","2012-12-13","13.XII.2012","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00027","x"
"2018-06-06","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00028","organizar","organizar","x","ZUFMS-REP02171","animal inteiro","Philodryas patagoniensis (Girard, 1858)","Philodryas patagoniensis","(Girard, 1858)","Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Philodryas","x","patagoniensis","x","espécie","aceito","x","indeterminado","ICZN","x","PIATTI, L.","2012-11-09","voucher","PIATTI, L.; FAGGIONI, G. P.","x","x","30","10","2012","x","2012-10-30","30.X.2012","oportunístico","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","x","21°42'57""S","57°47'08""W","-21.715833","-57.785556","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00028","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00029","organizar","organizar","x","ZUFMS-AMP03143","animal inteiro","Leptodactylus mystacinus (Burmeister, 1861)","Leptodactylus mystacinus ","(Burmeister, 1861)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","x","mystacinus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-02-01","voucher","FERREIRA, C. M. M.","CCG032","x","01","02","2013","x","2013-02-01","01.II.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00029","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00030","organizar","organizar","x","ZUFMS-AMP03144","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus ","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-02-01","voucher","FERREIRA, C. M. M.","CCG034","x","01","02","2013","x","2013-02-01","01.II.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00030","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00031","organizar","organizar","x","ZUFMS-AMP03147","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus ","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-03-01","voucher","FERREIRA, C. M. M.","CCG047","x","01","03","2013","x","2013-03-01","01.III.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00031","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00032","organizar","organizar","x","ZUFMS-AMP03149","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus ","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-02-01","voucher","FERREIRA, C. M. M.","CCG035","x","01","02","2013","x","2013-02-01","01.II.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00032","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00033","organizar","organizar","x","ZUFMS-AMP03151","animal inteiro","Physalaemus cf. albonotatus (Steindachner, 1864)","Physalaemus albonotatus","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","cf.","FERREIRA, C. M. M.","2013-02-01","voucher","FERREIRA, C. M. M.","CCG036","x","01","02","2013","x","2013-02-01","01.II.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00033","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00034","organizar","organizar","x","ZUFMS-AMP03152","animal inteiro","Physalaemus albonotatus (Steindachner, 1864)","Physalaemus albonotatus ","(Steindachner, 1864)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Physalaemus","x","albonotatus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-03-13","voucher","FERREIRA, C. M. M.","CCG053","x","13","03","2013","x","2013-03-13","13.III.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00034","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00035","organizar","organizar","x","ZUFMS-AMP03267","animal inteiro","Leptodactylus mystacinus (Burmeister, 1861)","Leptodactylus mystacinus","(Burmeister, 1861)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","x","mystacinus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-11-04","voucher","FERREIRA, C. M. M.","CCG064","x","04","11","2013","x","2013-11-04","04.XI.2013","pitfall","cerrado sentido restrito","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Mata Colégio Militar","20°26'17.66""S","54°38'27.39""W","-20.438239","-54.640942","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00035","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00036","organizar","organizar","x","ZUFMS-AMP03269","animal inteiro","Scinax fuscovarius (Lutz, 1925)","Scinax fuscovarius","(Lutz, 1925)","Animalia","Chordata","Amphibia","Anura","Hylidae","Scinax","x","fuscovarius","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-11-04","voucher","FERREIRA, C. M. M.","CCG063","x","04","11","2013","x","2013-11-04","04.XI.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual Matas do Segredo","20°23'39.67""S","54°35'21.93""W","-20.394353","-54.589425","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00036","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00037","organizar","organizar","x","ZUFMS-AMP03272","animal inteiro","Leptodactylus elenae Heyer, 1978","Leptodactylus elenae","Heyer, 1978","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","x","elenae","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-11-08","voucher","FERREIRA, C. M. M.","CCG067","x","08","11","2013","x","2013-11-08","08.XI.2013","pitfall","cerradão","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Área de pesquisa UCDB","20°24'51.65""S","54°36'55.69""W","-20.414347","-54.615469","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"indeterminado","não informado","juvenil","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00037","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00038","organizar","organizar","x","ZUFMS-AMP03273","animal inteiro","Rhinella diptycha (Coper, 1862)","Rhinella diptycha","(Cope, 1862)","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","x","diptycha","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-11-11","voucher","FERREIRA, C. M. M.","CCG068","x","11","11","2013","x","2013-11-11","11.XI.2013","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Psicultura UFMS","20°30'00.67""S","54°36'53.59""W","-20.500186","-54.614886","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00038","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00039","organizar","organizar","x","ZUFMS-AMP03276","animal inteiro","Leptodactylus podicipinus (Cope, 1862)","Leptodactylus podicipinus","(Cope, 1862)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","x","podicipinus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-11-20","voucher","FERREIRA, C. M. M.","CCG072","x","20","11","2013","x","2013-11-20","20.XI.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"macho","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00039","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00040","organizar","organizar","x","ZUFMS-AMP03279","animal inteiro","Leptodactylus podicipinus (Cope, 1862)","Leptodactylus podicipinus","(Cope, 1862)","Animalia","Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","x","podicipinus","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-11-21","voucher","FERREIRA, C. M. M.","CCG075","x","21","11","2013","x","2013-11-21","21.XI.2013","pitfall","mata de galeria","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Parque Estadual do Prosa","20°27'17.07""S","54°33'35.23""W","-20.454742","-54.559786","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00040","x"
"2018-06-06","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00041","organizar","organizar","x","ZUFMS-REP02179","animal inteiro","Erythrolamprus poecilogyrus (Wied-Neuwied, 1825)","Erythrolamprus poecilogyrus","(Wied-Neuwied, 1825)","Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Erythrolamprus","x","poecilogyrus","x","espécie","aceito","x","indeterminado","ICZN","x","PIATTI, L.","2012-11-17","voucher","FAGGIONI, G. P.; PIATTI, L.","x","x","17","11","2012","x","2012-11-17","17.XI.2012","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Estrada para Fazenda Campo Florido","21°41'26""S","57°43'25""W","-21.690556","-57.723611","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","PM13","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00041","x"
"2018-06-06","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00042","organizar","organizar","x","ZUFMS-REP02178","animal inteiro","Leptodeira annulata (Linnaeus, 1758)","Leptodeira annulata","(Linnaeus, 1758)","Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Leptodeira","x","annulata","x","espécie","aceito","x","indeterminado","ICZN","x","PIATTI, L.","2012-11-17","voucher","FAGGIONI, G. P.; PIATTI, L.","x","x","17","11","2012","x","2012-11-17","17.XI.2012","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Porto Murtinho","x","Estrada para Fazenda Campo Florido","21°41'01""S","57°43'10""W","-21.683611","-57.719444","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","PM13","tecido (ETOH P.A.)",1,"indeterminado","não informado","indeterminado","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Uetz et al., 2016","br:UFMS:ZUFMS:ZUFMS-TEC00042","x"
"2017-09-08","nenhuma","MaterialSample","UFMS","ZUFMS","ZUFMS-TEC00043","organizar","organizar","x","ZUFMS-AMP03280","animal inteiro","Rhinella diptycha (Coper, 1862)","Rhinella diptycha","(Cope, 1862)","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","x","diptycha","x","espécie","aceito","x","indeterminado","ICZN","x","FERREIRA, C. M. M.","2013-11-22","voucher","FERREIRA, C. M. M.","CCG076","x","22","11","2013","x","2013-11-22","22.XI.2013","pitfall","vereda","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Chácara Coqueiral","20°29'45.27""S","54°35'25.15""W","-20.495908","-54.590319","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","tecido (ETOH P.A.)",1,"fêmea","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","Frost, 2016","br:UFMS:ZUFMS:ZUFMS-TEC00043","x"
