"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta/Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00923","organizar","GAV 053","CEUFMS09958","nenhum","nenhum","Euphara sp. Loew, 1868","Euphara","Loew, 1868","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Ulidiidae","Ulidiinae","Lipsanini","Lipsanina","Euphara","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","19","09","2008","x","2008-09-19","19.IX.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00923","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00924","organizar","GAV 053","CEUFMS09959","nenhum","nenhum","Euphara sp. Loew, 1868","Euphara","Loew, 1868","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Ulidiidae","Ulidiinae","Lipsanini","Lipsanina","Euphara","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","19","09","2008","x","2008-09-19","19.IX.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00924","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00925","organizar","GAV 053","CEUFMS09960","nenhum","nenhum","Euphara sp. Loew, 1868","Euphara","Loew, 1868","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Ulidiidae","Ulidiinae","Lipsanini","Lipsanina","Euphara","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","19","09","2008","x","2008-09-19","19.IX.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00925","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00926","organizar","GAV 053","CEUFMS09961","nenhum","nenhum","Euphara sp. Loew, 1868","Euphara","Loew, 1868","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Ulidiidae","Ulidiinae","Lipsanini","Lipsanina","Euphara","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","19","09","2008","x","2008-09-19","19.IX.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00926","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00927","organizar","GAV 053","CEUFMS09962","nenhum","nenhum","Euphara sp. Loew, 1868","Euphara","Loew, 1868","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Ulidiidae","Ulidiinae","Lipsanini","Lipsanina","Euphara","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","19","09","2008","x","2008-09-19","19.IX.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00927","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00928","organizar","GAV 053","CEUFMS09963","nenhum","nenhum","Euphara sp. Loew, 1868","Euphara","Loew, 1868","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Ulidiidae","Ulidiinae","Lipsanini","Lipsanina","Euphara","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","22","04","2008","x","2008-04-22","22.IV.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00928","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00929","organizar","GAV 053","CEUFMS09964","nenhum","nenhum","Euphara sp. Loew, 1868","Euphara","Loew, 1868","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Ulidiidae","Ulidiinae","Lipsanini","Lipsanina","Euphara","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","22","04","2008","x","2008-04-22","22.IV.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00929","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00930","organizar","GAV 053","CEUFMS09965","nenhum","nenhum","Euphara sp. Loew, 1868","Euphara","Loew, 1868","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Ulidiidae","Ulidiinae","Lipsanini","Lipsanina","Euphara","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","22","04","2008","x","2008-04-22","22.IV.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00930","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00931","organizar","GAV 053","CEUFMS09966","nenhum","nenhum","Euphara sp. Loew, 1868","Euphara","Loew, 1868","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Ulidiidae","Ulidiinae","Lipsanini","Lipsanina","Euphara","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","22","04","2008","x","2008-04-22","22.IV.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00931","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00932","organizar","GAV 053","CEUFMS09859","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","19","09","2008","x","2008-09-19","19.IX.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00932","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00933","organizar","GAV 053","CEUFMS09860","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","19","09","2008","x","2008-09-19","19.IX.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00933","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00934","organizar","GAV 053","CEUFMS09861","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","19","09","2008","x","2008-09-19","19.IX.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00934","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00935","organizar","GAV 053","CEUFMS09862","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","19","09","2008","x","2008-09-19","19.IX.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00935","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00936","organizar","GAV 053","CEUFMS09863","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","17","03","2009","x","2009-03-17","17.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00936","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00937","organizar","GAV 053","CEUFMS09933","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","17","03","2009","x","2009-03-17","17.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00937","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00938","organizar","GAV 053","CEUFMS09934","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","17","03","2009","x","2009-03-17","17.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00938","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00939","organizar","GAV 053","CEUFMS09935","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","17","03","2009","x","2009-03-17","17.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00939","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00940","organizar","GAV 053","CEUFMS09936","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","22","04","2008","x","2008-04-22","22.IV.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00940","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00941","organizar","GAV 053","CEUFMS09937","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","22","04","2008","x","2008-04-22","22.IV.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00941","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00942","organizar","GAV 053","CEUFMS09938","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","22","04","2008","x","2008-04-22","22.IV.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00942","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00943","organizar","GAV 053","CEUFMS09939","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","22","04","2008","x","2008-04-22","22.IV.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00943","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00944","organizar","GAV 053","CEUFMS09940","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","17","03","2009","x","2009-03-17","17.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00944","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00945","organizar","GAV 053","CEUFMS09941","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","17","03","2009","x","2009-03-17","17.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00945","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00946","organizar","GAV 053","CEUFMS09942","nenhum","nenhum","Fannia sp. Robineau-Desvoidy, 1830","Fannia","Robineau-Desvoidy, 1830","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","Fanniinae","Fanniini","Fanniina","Fannia","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","x","x","voucher","BARBOSA, M. R. R.","x","x","17","03","2009","x","2009-03-17","17.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00946","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00947",6,66,"CEUFMS05012","nenhum","nenhum","Fanniidae Townsend, 1935","Fanniidae","Townsend, 1935","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","GODOI, M. N.","x","x","01","06","2012","x","2012-06-01","01.VI.2012","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00947","x"
"2021-09-15","em tombamento","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-DIP00948","organizar","GAV 053","CEUFMS09943","nenhum","nenhum","Fanniidae Townsend, 1935","Fanniidae","Townsend, 1935","Animalia","Arthropoda","Hexapoda","Insecta","Diptera","Brachycera","Fanniidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","x","x","voucher","BARBOSA, M. R. R.","x","x","18","03","2009","x","2009-03-18","18.III.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","20°28'18.85""S","54°39'27.56""W","-20.471903","-54.657656","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-DIP00948","x"
