"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00379","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","OLIVIER, R. S.","x","x","14","10","2021","x","2021-10-14","14.X.2021","encontrado morto","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Instituto de Biociências","20°29'59.6""S","54°36'43.6""W","-20.499889","-54.612111",10,"WGS84","x",546,546,"nenhum","nulo","nulo","corredores","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00379","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00380","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","SINANI, T. R. F.","x","x","15","10","2021","x","2021-10-15","15.X.2021","encontro ocasional","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Piraputanga","residência na beira do Rio Aquidauana","20°28'04.6""S","55°29'02.4""W","-20.467944","-55.484000",10,"WGS84","x",172,172,"nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00380","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00381","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","OLIVIER, R. S.","x","x","19","10","2021","x","2021-10-19","19.X.2021","encontro ocasional","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Coophavila II","Jardim Vila Kellen","20°32'02.2""S","54°40'10.9""W","-20.533944","-54.669694",10,"WGS84","x",522,522,"nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00381","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00382","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","OLIVIER, R. S.; COSTA-PINTO, P. J.","x","x","11","12","2021","x","2021-12-11","11.XII.2021","encontro ocasional","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Ceará","Mundaú","x","x","03°10'42.1""S","39°22'03.4""W","-3.178361","-39.367611",10,"WGS84","x",10,10,"nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00382","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00383","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","OLIVEIRA, A. F.","x","x","17","12","2021","x","2021-12-17","17.XII.2021","encontro ocasional","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Ladário","x","Área de Preservação Ambiental Bahía Negra","19°01'05.0""S","57°33'06.0""W","-19.018056","-57.551667",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00383","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00384","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-12-28","voucher","SINANI, T. R. F.","TRF0817","x","14","12","2021","19:00:00/22:00:00","2021-12-06/2021-12-16","14.XII.2021","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'29.1""S","57°01'19.9""W","-19.574741","-57.022194",10,"WGS84","x","nulo","nulo","nenhum","nulo","nulo","arredores da base","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00384","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00385","com Renan","x","nenhum","nenhum","nenhum","Achryson surinamum (Linnaeus, 1767)","Achryson surinamum","(Linnaeus, 1767)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Achrysonini","Achrysonina","Achryson","x","surinamum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.","x","x","03","09","2021","x","2021-09-03","03.IX.2021","encontro ocasional","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Instituto de Biociências","20°29'59.6""S","54°36'43.6""W","-20.499889","-54.612111",10,"WGS84","x",546,546,"nenhum","nulo","nulo","corredores","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00385","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00386","com Renan","x","nenhum","nenhum","nenhum","Achryson surinamum (Linnaeus, 1767)","Achryson surinamum","(Linnaeus, 1767)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Achrysonini","Achrysonina","Achryson","x","surinamum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","SINANI, T. R. F.; PIÑEIRO, M. F.; SATURNO, G.","x","x","03","09","2021","x","2021-09-03","03.IX.2021","encontro ocasional","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Instituto de Biociências","20°29'59.6""S","54°36'43.6""W","-20.499889","-54.612111",10,"WGS84","x",546,546,"nenhum","nulo","nulo","corredores","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00386","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00387","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","OLIVIER, R. S.","x","x","14","10","2021","x","2021-10-14","14.X.2021","encontrado morto","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Instituto de Biociências","20°29'59.6""S","54°36'43.6""W","-20.499889","-54.612111",10,"WGS84","x",546,546,"nenhum","nulo","nulo","corredores","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00387","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00388","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","SILVA, R. H. M.","x","x","20","10","2021","x","2021-10-20","20.X.2021","encontrado morto","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Pioneiros","Universidade Federal de Mato Grosso do Sul; Instituto de Biociências; Unidade 18","20°30'00.5""S","54°36'40.5""W","-20.500139","-54.611250",10,"WGS84","x",546,546,"nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00388","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00389","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","x","x","x","20","10","2009","19:30:00/20:00:00","2009-10-20","20.X.2009","não informado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Nioaque","x","x","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00389","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00390","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","SINANI, T. R. F.","x","x","15","10","2021","x","2021-10-15","15.X.2021","encontro ocasional","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Piraputanga","residência na beira do Rio Aquidauana","20°28'04.6""S","55°29'02.4""W","-20.467944","-55.484000",10,"WGS84","x",172,172,"nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00390","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00391","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","OLIVIER, R. S.","x","x","14","11","2021","x","2021-11-14","14.XI.2021","armadilha luminosa com tecido branco","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Coophavila II","Jardim Vila Kellen","20°32'02.2""S","54°40'10.9""W","-20.533944","-54.669694",10,"WGS84","x",522,522,"nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00391","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00392","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","x","x","x","20","10","2009","19:30:00/20:00:00","2009-10-20","20.X.2009","não informado","x","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Nioaque","x","x","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00392","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00393","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","OLIVIER, R. S.","x","x","15","10","2021","x","2021-10-15","15.X.2021","encontro ocasional","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Instituto de Biociências","20°29'59.6""S","54°36'43.6""W","-20.499889","-54.612111",10,"WGS84","x",546,546,"nenhum","nulo","nulo","corredores","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00393","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00394","com Renan","x","nenhum","nenhum","nenhum","Cerambycidae Latreille, 1802","Cerambycidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","x","x","x","x","x","x","x","família","aceito","x","serra-pau","ICZN","x","SINANI, T. R. F.","2021-11-17","voucher","OLIVIER, R. S.","x","x","14","10","2021","x","2021-10-14","14.X.2021","encontrado morto","Cerrado; área urbana","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Instituto de Biociências","20°29'59.6""S","54°36'43.6""W","-20.499889","-54.612111",10,"WGS84","x",546,546,"nenhum","nulo","nulo","corredores","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-COL00394","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00395","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0303","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00395","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00396","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0311","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00396","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00397","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0302","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00397","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00398","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0301","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00398","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00399","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0325","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00399","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00400","com Renan","x","nenhum","nenhum","nenhum","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0320","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00400","x"
"2022-01-12","com Renan","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL00401","com Renan","x","nenhum","ZUFMS-COL00405","cópula com ZUFMS-COL00405","Mionochroma electrinum (Gounelle, 1911)","Mionochroma electrinum","(Gounelle, 1911)","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Cerambycidae","Cerambycinae","Callichromatini","Callichromatina","Mionochroma","x","electrinum","x","espécie","aceito","x","serra-pau","ICZN","x","OLIVIER, R. S.","2022-01-14","voucher","OLIVIER, R. S.; SINANI, T. R. F.","TRF0310","x","18","11","2021","18:00:00/20:00:00","2021-11-18","18.XI.2021","busca ativa","Cerrado; área urbana","recém-chuvoso","em Pouteria ramiflora","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Universitário","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'26.0""S","54°37'03.1""W","-20.507219","-54.617522",10,"WGS84","x",540,540,"nenhum","nulo","nulo","árvore derrubada pela tempestade de areia","animal inteiro (alfinetado)",1,"não informado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","Barriga-Tuñón, 2011","x","NCBI, 2022","fotos celular","x","br:UFMS:ZUFMS:ZUFMS-COL00401","x"
