"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07243","nenhum","nenhum","Pimeliinae Latreille, 1802","Pimeliinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Tenebrionidae","Pimeliinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","17","10","2008","x","2008-10-17","17.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07244","nenhum","nenhum","Pimeliinae Latreille, 1802","Pimeliinae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Tenebrionidae","Pimeliinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","17","10","2008","x","2008-10-17","17.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07245","nenhum","nenhum","Alleculinae Laporte, 1840","Alleculinae","Laporte, 1840","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Tenebrionidae","Alleculinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","20","11","2008","x","2008-11-20","20.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07246","nenhum","nenhum","Alleculinae Laporte, 1840","Alleculinae","Laporte, 1840","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Tenebrionidae","Alleculinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","24","10","2008","x","2008-10-24","24.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07247","nenhum","nenhum","Ptilininae Shuckard, 1839","Ptilininae","Shuckard, 1839","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","Ptilininae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","31","10","2008","x","2008-10-31","31.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07248","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","04","12","2008","x","2008-12-04","04.XII.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07249","nenhum","nenhum","Anobiidae Fleming, 1821","Anobiidae","Fleming, 1821","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Anobiidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","27","11","2008","x","2008-11-27","27.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07250","nenhum","nenhum","Buprestidae Leach, 1815","Buprestidae","Leach, 1815","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Buprestidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","17","10","2008","x","2008-10-17","17.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07251","nenhum","nenhum","Buprestidae Leach, 1815","Buprestidae","Leach, 1815","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Buprestidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","06","11","2008","x","2008-11-06","06.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07252","nenhum","nenhum","Buprestidae Leach, 1815","Buprestidae","Leach, 1815","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Buprestidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","24","10","2008","x","2008-10-24","24.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07253","nenhum","nenhum","Buprestidae Leach, 1815","Buprestidae","Leach, 1815","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Buprestidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","17","10","2008","x","2008-10-17","17.X.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07254","nenhum","nenhum","Passalidae Leach, 1815","Passalidae","Leach, 1815","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Passalidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","06","11","2008","x","2008-11-06","06.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07255","nenhum","nenhum","Hydrophilinae Latreille, 1802","Hydrophilidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Hydrophilidae","Hidrophilinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Takashi, H. & Miranda, L.","x","x","10","05","2009","x","2009-05-10","10.V.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Miranda","x","x","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07256","nenhum","nenhum","Hydrophilinae Latreille, 1802","Hydrophilidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Hydrophilidae","Hidrophilinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Takashi, H. & Miranda, L.","x","x","10","05","2009","x","2009-05-10","10.V.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Miranda","x","x","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07257","nenhum","nenhum","Hydrophilinae Latreille, 1802","Hydrophilidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Hydrophilidae","Hidrophilinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Takashi, H. & Miranda, L.","x","x","10","05","2009","x","2009-05-10","10.V.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Miranda","x","x","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07258","nenhum","nenhum","Hydrophilinae Latreille, 1802","Hydrophilidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Hydrophilidae","Hidrophilinae","x","x","x","x","x","x","subfamília","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Takashi, H. & Miranda, L.","x","x","10","05","2009","x","2009-05-10","10.V.2009","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Miranda","x","x","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,"3a","CEUFMS 07259","nenhum","nenhum","Elateridae Leach, 1815","Elateridae","Leach, 1815","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Elateridae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Ribas, A.","x","x","27","11","2008","x","2008-11-27","27.XI.2008","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Embrapa Gado de Corte","20°26'36.60""S","54°43'30.60""W","-20.443500","-54.725167","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,2,"CEUFMS 09173","nenhum","nenhum","Coccinellidae Latreille, 1807","Coccinellidae","Latreille, 1807","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Coccinellidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Oliveira, A. T. P.","x","x","24","11","2010","x","2010-11-24","24.XI.2010","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Bairro Santa Fé","20°27'20.75""S","54°35'30.13""W","-20.455764","-54.591703","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,2,"CEUFMS 09174","nenhum","nenhum","Scarabaeidae Latreille, 1802","Scarabaeidae","Latreille, 1802","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Scarabaeidae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Vaz-de-Mello, F. Z.","x","x","x","10","1995","x","1995-10","X.1995","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Minas Gerais","Cordisburgo","x","Fazenda Pontinha","x","x","x","x","nulo","x","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
"2017-01-04","ocultar; colocar preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-COL...",6,2,"CEUFMS 09175","nenhum","nenhum","Elateridae Leach, 1815","Elateridae","Leach, 1815","Animalia","Arthropoda","Hexapoda","Insecta","Coleoptera","Polyphaga","Elateridae","x","x","x","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","Indeterminado","x","voucher","Maier, J. E.","x","x","01","10","2007","x","2007-10-01","01.X.2007","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Chácara Vida Nova","20°34'04.81""S","54°40'18.20""W","-20.568003","-54.671722","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","verificar","verificar","indeterminado","não informado","indeterminado","não informado","selvagem","não informado","nenhuma","em restauração","x","x","x","x","nenhuma","ITIS, 2019","x","x"
