"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 037","x","00033","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1904,"x","09","11","1996","x","x","09.XI.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 038","x","00034","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1900,"x","16","10","1996",06:00:00,"x","16.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 039","x","00035","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1920,"x","09","12","1996",00:00:00,"x","09.XII.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 040","x","00036","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1913,"x","15","08","1996",06:00:00,"x","15.VIII.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 041","x","00037","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1894,"x","08","11","1996",06:00:00,"x","08.XI.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 042","x","00038","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1881,"x","16","10","1996",06:00:00,"x","16.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 043","x","00039","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-01","x","ICZN","x","MARINI, A. C.","1997-09-26","x","MARINI, A. C. et al.",1898,"x","16","10","1996",06:00:00,"x","16.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 044","x","00040","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1951,"x","10","11","1996",00:00:00,"x","10.XI.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 045","x","00041","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1955,"x","17","08","1996",06:00:00,"x","17.VIII.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 046","x","00042","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1952,"x","06","09","1996",00:00:00,"x","06.IX.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 047","x","00043","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1957,"x","16","07","1996",00:00:00,"x","16.VII.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Paratudal","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 048","x","00044","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1940,"x","08","12","1996",03:00:00,"x","08.XII.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 049","x","00045","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1935,"x","07","12","1996",06:00:00,"x","07.XII.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 050","x","00046","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1950,"x","16","07","1996",00:00:00,"x","16.VII.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 051","x","00047","verde","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1936,"x","07","12","1996",06:00:00,"x","07.XII.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","Material a ser identificado em MG","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 052","x","00048","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1934,"x","07","12","1996",06:00:00,"x","07.XII.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 053","x","00049","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1946,"x","14","06","1996",06:00:00,"x","14.VI.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 054","x","00050","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1995-03-01","x","MARINI, A. C. et al.",28,"x","28","02","1995","x","x","28.II.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 055","x","00051","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1926,"x","16","10","1996",06:00:00,"x","16.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 056","x","00052","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1996-05-14","x","MARINI, A. C. et al.",772,"x","24","09","1995","x","x","24.IX.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 057","x","00053","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C. & LEONEL, W.","1995-08-10","x","MARINI, A. C. & LEONEL, W.",383,"x","28","06","1995","x","x","28.VI.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 058","x","00054","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1995-03-07","x","MARINI, A. C. & ROCHA, M. A.",30,"x","23","10","1993","x","x","23.X.1993","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 059","x","00055","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C. & LEONEL, W.","1995-06-08","x","MARINI, A. C. et al.",233,"x","28","04","1995","x","x","28.IV.1995","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 060","x","00056","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1923,"x","08","12","1996",03:00:00,"x","08.XII.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-09-05","verificar dados no exemplar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-LEP...","ARMÁRIO 061","x","00057","amarelo","nenhum","x","x","x","Animalia","Arthropoda","x","Insecta","Lepidoptera","Glossata","Arctiidae","Arctiinae","x","x","x","x","x","subfamília","verificar taxonomia","Arctiinae-02","x","ICZN","x","MARINI, A. C.","1997-09-29","x","MARINI, A. C. et al.",1929,"x","14","10","1996",06:00:00,"x","14.X.1996","isca luminosa","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS; Mata Ciliar do Rio Miranda","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","x","x","x","x","x","x","x","x","x"
