"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização na Coleção (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Infraordem","Família","Subfamília","Tribo","Subtribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2018-07-19","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00236","ARMINV 003 ZUFMS ÚMIDA","ZUFMS HEXAPODA P001","nenhum","ZUFMS-AMP11069","predador de Dendropsophus minutus","cf. Lethocerus sp. Mayr, 1853","Lethocerus","Mayr, 1853","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Nepomorpha","Belostomatidae","Lethocerinae","x","x","Lethocerus","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","Oliveira, A. F.","2018-07-05","x","SILVA, L.A., FADEL, R.M., FOLLY, H., THALER, R.","x","x","23","05","2018","x","2018-05-23","23.V.2018","busca ativa noturna","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Tocantins","Caseara","x","Lagoa das predações","9°24'51.9""S","49°57'46.6""W","-9.414411","-49.962942","nulo","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","imaturo","não informado","selvagem","predando","nenhuma","em tombamento","x","x","x","Nota de Predação de Renata Fadel e Sarah Mângia","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-HEM00236","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00183","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 04659","x","x","Lineostethus cf. tenebricornis (Ruckes, 1957)","Lineostethus tenebricornis","(Ruckes, 1957)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Pentatomidae","Discocephalinae","Discocephalini","x","Lineostethus ","x","tenebricornis","x","espécie","aceito","x","x","x","cf.","Oliveira, A. F.","2015-01-16","x","Godoi, M. N.","x","x","20","04","2012","x","x","20.IV.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00183","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00184","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 04790","x","x","Lineostethus cf. tenebricornis (Ruckes, 1957)","Lineostethus tenebricornis","(Ruckes, 1957)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Pentatomidae","Discocephalinae","Discocephalini","x","Lineostethus ","x","tenebricornis","x","espécie","aceito","x","x","x","cf.","Oliveira, A. F.","2015-01-14","x","Godoi, M. N.","x","x","09","02","2012","x","x","09.II.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00184","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00185","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 04778","x","x","Lineostethus cf. tenebricornis (Ruckes, 1957)","Lineostethus tenebricornis","(Ruckes, 1957)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Pentatomidae","Discocephalinae","Discocephalini","x","Lineostethus ","x","tenebricornis","x","espécie","aceito","x","x","x","cf.","Oliveira, A. F.","2015-01-14","x","Godoi, M. N.","x","x","09","02","2012","x","x","09.II.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00185","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00186","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 04754","x","x","Lineostethus cf. tenebricornis (Ruckes, 1957)","Lineostethus tenebricornis","(Ruckes, 1957)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Pentatomidae","Discocephalinae","Discocephalini","x","Lineostethus ","x","tenebricornis","x","espécie","aceito","x","x","x","cf.","Oliveira, A. F.","2015-01-14","x","Godoi, M. N.","x","x","09","02","2012","x","x","09.II.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00186","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00187","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 04663","x","x","Lineostethus cf. tenebricornis (Ruckes, 1957)","Lineostethus tenebricornis","(Ruckes, 1957)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Pentatomidae","Discocephalinae","Discocephalini","x","Lineostethus ","x","tenebricornis","x","espécie","aceito","x","x","x","cf.","Oliveira, A. F.","2015-01-14","x","Godoi, M. N.","x","x","09","02","2012","x","x","09.II.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00187","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00188","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 04767","x","x","Lineostethus cf. tenebricornis (Ruckes, 1957)","Lineostethus tenebricornis","(Ruckes, 1957)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Pentatomidae","Discocephalinae","Discocephalini","x","Lineostethus ","x","tenebricornis","x","espécie","aceito","x","x","x","cf.","Oliveira, A. F.","2015-01-16","x","Godoi, M. N.","x","x","09","02","2012","x","x","09.II.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00188","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00189","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 04977","x","x","Lineostethus cf. tenebricornis (Ruckes, 1957)","Lineostethus tenebricornis","(Ruckes, 1957)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Pentatomidae","Discocephalinae","Discocephalini","x","Lineostethus ","x","tenebricornis","x","espécie","aceito","x","x","x","cf.","Oliveira, A. F.","2015-01-16","x","Godoi, M. N.","x","x","04","12","2011","x","x","04.XII.2011","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00189","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00190","ARMINV 006 ZUFMS SECA","GAV 115","CEUFMS 04976","x","x","Lineostethus cf. tenebricornis (Ruckes, 1957)","Lineostethus tenebricornis","(Ruckes, 1957)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Heteroptera","Pentatomorpha","Pentatomidae","Discocephalinae","Discocephalini","x","Lineostethus ","x","tenebricornis","x","espécie","aceito","x","x","x","cf.","Oliveira, A. F.","2015-01-16","x","Godoi, M. N.","x","x","20","10","2011","x","x","20.X.2011","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00190","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00001","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 00278","x","x","Membracis sanguineoplaga Schmidt, 1906","Membracis sanguineoplaga","Schmidt, 1906","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracidae","Membracinae","Membracini","x","Membracis","x","sanguineoplaga","x","espécie","aceito","x","x","x","x","Oliveira, A. F.","2014-08-29","x","Sugai, J. L. M. M.","x","x","27","08","2006","x","x","27.VIII.2006","x","Pantanal","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"fêmea","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00001","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00002","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 00277","x","x","Membracis sanguineoplaga Schmidt, 1906","Membracis sanguineoplaga","Schmidt, 1906","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracidae","Membracinae","Membracini","x","Membracis","x","sanguineoplaga","x","espécie","aceito","x","x","x","x","Oliveira, A. F.","2014-08-01","x","Vera, A.","x","x","27","08","2006","x","x","27.VIII.2006","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"fêmea","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00002","x"
"2017-01-10","sem qualquer dado de coleta","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00003","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 00280","x","x","Membracis sanguineoplaga Schmidt, 1906","Membracis sanguineoplaga","Schmidt, 1906","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracidae","Membracinae","Membracini","x","Membracis","x","sanguineoplaga","x","espécie","aceito","x","x","x","x","Oliveira, A. F.","2014-08-01","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"fêmea","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00003","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00004","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 00279","x","x","Membracis sp.","Membracis","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracidae","Membracinae","Membracini","x","Membracis","x","x","x","gênero","aceito","x","x","x","sp.","Oliveira, A. F.","2014-08-01","x","Yuri","x","x","03","10","2006","x","x","03.X.2006","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"x","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00004","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09781","x","x","Metcalfiella sp.","Metcalfiella","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","Auchenorrhyncha","Cicadomorpha","Membracidae ","Membracinae","Hoplophorionini","x","Metcalfiella","x","x","x","gênero","aceito","x","x","x","sp.","x","x","x","Bruna; Francine & Mirella","x","x","15","09","2001","x","x","15.IX.2001","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Jardim São Lourenço ","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09782","x","x","Metcalfiella sp.","Metcalfiella","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","Auchenorrhyncha","Cicadomorpha","Membracidae ","Membracinae","Hoplophorionini","x","Metcalfiella","x","x","x","gênero","aceito","x","x","x","sp.","x","x","x","Bruna; Francine & Mirella","x","x","15","09","2001","x","x","15.IX.2001","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande ","x","Jardim São Lourenço ","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00191","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 02876","x","x","Quesada gigas (Olivier, 1790)","Quesada gigas","(Olivier, 1790)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadidae","Cicadinae","Hyantiini","x","Quesada ","x","gigas","x","espécie","aceito","x","cigarra","x","x","Martinelli, N. M.","2006","x","Aoki, C.","x","x","11","10","2006","x","x","11.X.2006","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","20°29'59.4""S","56°36'42.4""W","-20.499833","-56.611778","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"macho","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00191","x"
"2017-01-10","x","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-HEM00222","ARMINV 006 ZUFMS SECA","GAV 116","CEUFMS 02875","x","x","Quesada gigas (Olivier, 1790)","Quesada gigas","(Olivier, 1790)","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cicadidae","Cicadinae","Hyantiini","x","Quesada ","x","gigas","x","espécie","aceito","x","cigarra","x","x","Martinelli, N. M.","2006","x","Aoki, C.","x","x","11","10","2006","x","x","11.X.2006","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","20°29'59.4""S","54°36'42.4""W","-20.499833","-54.611778","x","WGS84","x","x","x","x","x","x","x","animal inteiro (alfinetado)",1,"fêmea","x","adulto","x","x","x","x","em coleção","x","x","x","x","x","x","br:UFMS:ZUFMS:ZUFMS-HEM00222","x"
"2017-01-10","sem dados de coleta; colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","x","x","CEUFMS 09783","x","x","Umbonia sp.","Umbonia","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera ","Auchenorrhyncha","Cicadomorpha","Membracidae","Membracinae","Hoplophorionini","x","Umbonia","x","x","x","gênero","aceito","x","x","x","sp.","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","coleção úmida","x","CEUFMS 06261","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopidae","x","x","x","x","x","x","x","família","aceito","x","x","x","x","x","x","x","Godoi, M. N.","x","x","10","11","2011","x","x","10.XI.2011","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","coleção úmida","x","CEUFMS 06260","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopidae","x","x","x","x","x","x","x","família","aceito","x","x","x","x","x","x","x","Godoi, M. N.","x","x","21","10","2011","x","x","21.X.2011","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","coleção úmida","x","CEUFMS 06252","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopidae","x","x","x","x","x","x","x","família","aceito","x","x","x","x","x","x","x","Godoi, M. N.","x","x","01","06","2012","x","x","01.VI.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","coleção úmida","x","CEUFMS 06258","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopidae","x","x","x","x","x","x","x","família","aceito","x","x","x","x","x","x","x","Godoi, M. N.","x","x","01","06","2012","x","x","01.VI.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","coleção úmida","x","CEUFMS 06259","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopidae","x","x","x","x","x","x","x","família","aceito","x","x","x","x","x","x","x","Godoi, M. N.","x","x","02","06","2012","x","x","02.VI.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
"2017-01-10","colocar tipo de preparação e número de indivíduos","PreservedSpecimen","UFMS","ZUFMS","x","coleção úmida","x","CEUFMS 06253","x","x","x","x","x","Animalia","Arthropoda","Hexapoda","Insecta","Hemiptera","Auchenorrhyncha","Cicadomorpha","Cercopidae","x","x","x","x","x","x","x","família","aceito","x","x","x","x","x","x","x","Godoi, M. N.","x","x","13","03","2012","x","x","13.III.2012","x","x","x","x","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","Estância Mimosa Ecoturismo","20°58'57.70""S","56°30'58.40""W","-20.982694","-56.516222","x","WGS84","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x"
