"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização no Armário (Gaveta/Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00893","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Grammadera (Grammadera) clara Brunner von Wattenwyl, 1878","Grammadera (Grammadera) clara","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","Phaneropterini","Grammadera","Grammadera","clara","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; ARANDA, R.; MELLO, E.; MONTEIRO, U.","CX015","x","14","06","2015","x","2015-06-12/2015-06-14","14.VI.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Coxim","x","Próximo Rio Taquari","18°21'45""S","54°36'56""W","-18.362500","-54.615556","x","WGS84","x","309","309","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00893","x"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00894","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Grammadera (Grammadera) clara Brunner von Wattenwyl, 1878","Grammadera (Grammadera) clara","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","Phaneropterini","Grammadera","Grammadera","clara","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; ARAÚJO, D.","FUR026","x","13","11","2015","x","2015-11-13","13.XI.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Jaraguari","x","Furnas do Dionísio","20°09'48.62""S","54°33'39.56""W","-20.163506","-54.560989","x","WGS84","x","495","495","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00894","x"
"2020-06-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00895","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Grammadera sp. Brunner von Wattenwyl, 1878","Grammadera","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","Phaneropterini","Grammadera","x","x","x","gênero","aceito","x","esperança","ICZN","sp.","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; OLIVIER, R. S.; COSTA, P. J.","MS017","x","19","01","2017","x","2017-01-19","19.I.2017","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Camisão","Morro do Paxixi","20°27'00.5""S","55°37'20.8""W","-20.450139","-55.622444","x","WGS84","x","393","393","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00895","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00896","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; OLIVIER, R. S.; SEVERO-NETO, F.","PAN027","x","18","09","2015","x","2015-09-17/2015-09-18","18.IX.2015","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'36.62""S","57°01'10.31""W","-19.576839","-57.019531","x","WGS84","x","90","90","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00896","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00897","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; OLIVIER, R. S.; SEVERO-NETO, F.","PAN023","x","18","09","2015","x","2015-09-17/2015-09-18","18.IX.2015","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'36.62""S","57°01'10.31""W","-19.576839","-57.019531","x","WGS84","x","90","90","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00897","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00898","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; ARANDA, R.; MELLO, E.; MONTEIRO, U.","CX027","x","14","06","2015","x","2015-06-12/2015-06-14","14.VI.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Coxim","x","Próximo Rio Taquari","18°21'45""S","54°36'56""W","-18.362500","-54.615556","x","WGS84","x","309","309","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00898","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00899","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; TIBCHERANI, M.; SILVA, W.; RODRIGUES, J. P.","CG111","x","27","05","2015","x","2015-05-27","27.V.2015","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'30.28""S","54°37'01.33""W","-20.508411","-54.617036","x","WGS84","x","550","550","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00899","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00900","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; TIBCHERANI, M.; SILVA, W.; RODRIGUES, J. P.","CG125","x","27","05","2015","x","2015-05-27","27.V.2015","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'30.28""S","54°37'01.33""W","-20.508411","-54.617036","x","WGS84","x","550","550","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00900","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00901","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; CHAMORRO-RENGIFO, J.; MONTEIRO, U.","CG044","x","18","12","2015","x","2015-12-18","18.XII.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","20°29'19.09""S","54°39'39.06""W","-20.488636","-54.660850","x","WGS84","x","615","615","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00901","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00902","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","SANTOS, B. I.","x","x","27","11","2015","x","2015-11-27","27.XI.2015","não informado","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Rio Negro","x","mata ciliar da vazante 3 da gruta","19°28'04.32""S","54°58'29.49""W","-19.467867","-54.974858","x","WGS84","x","nulo","nulo","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00902","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00903","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.1","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; ARANDA, R.; MELLO, E.","AQU04","x","10","03","2016","x","2016-03-10","10.III.2016","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Camisão","Morro do Paxixi","20°27'00.5""S","55°37'20.8""W","-20.450139","-55.622444","x","WGS84","x","393","393","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","jovem","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00903","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00904","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; OLIVIER, R. S.; COSTA, P. J.","MS014","x","19","01","2017","x","2017-01-19","19.I.2017","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Aquidauana","Camisão","Morro do Paxixi","20°27'00.5""S","55°37'20.8""W","-20.450139","-55.622444","x","WGS84","x","393","393","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00904","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00905","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; CHAMORRO-RENGIFO, J.; MONTEIRO, U.","CG105","x","23","12","2015","x","2015-12-23","23.XII.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Jaraguari","x","Furnas do Dionísio","20°09'48.62""S","54°33'39.56""W","-20.163506","-54.560989","x","WGS84","x","495","495","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00905","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00906","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; CHAMORRO-RENGIFO, J.; MONTEIRO, U.","CG045","x","18","12","2015","x","2015-12-18","18.XII.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","20°29'19.09""S","54°39'39.06""W","-20.488636","-54.660850","x","WGS84","x","615","615","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00906","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00907","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.","x","x","06","03","2017","x","2017-03-06","06.III.2017","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Coxim","x","Pesqueiro Cachoeira das Palmeiras II","18°21'45""S","54°36'56""W","-18.362500","-54.615556","x","WGS84","x","223","223","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00907","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00908","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.1","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S., CHAMORRO-RENGIFO, J.","HYP07","x","27","02","2017","x","2017-02-27","27.II.2017","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'30.28""S","54°37'01.33""W","-20.508411","-54.617036","x","WGS84","x","550","550","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00908","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00909","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S., CHAMORRO-RENGIFO, J.","BIO115","x","18","12","2015","x","2015-12-18","18.XII.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","20°29'19.09""S","54°39'39.06""W","-20.488636","-54.660850","x","WGS84","x","615","615","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00909","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00910","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.","PAN035","x","13","12","2015","x","2015-12-11/2015-12-13","13.XII.2015","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'36.62""S","57°01'10.31""W","-19.576839","-57.019531","x","WGS84","x","90","90","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","gravações 41 a 48, 54 a 57","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00910","x"
"2020-06-26","fazer etiqueta da lâmina","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00911","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.","PAN036","x","13","12","2015","x","2015-12-11/2015-12-13","13.XII.2015","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'36.62""S","57°01'10.31""W","-19.576839","-57.019531","x","WGS84","x","90","90","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado); asas em lâminas",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","1 tégmina anterior e 1 asa membranosa posterior em lâmina","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00911","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00912","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.","PAN028","x","13","12","2015","x","2015-12-11/2015-12-13","13.XII.2015","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'36.62""S","57°01'10.31""W","-19.576839","-57.019531","x","WGS84","x","90","90","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","gravações 20? 26","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00912","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00913","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.","PAN030","x","13","12","2015","x","2015-12-11/2015-12-13","13.XII.2015","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'36.62""S","57°01'10.31""W","-19.576839","-57.019531","x","WGS84","x","90","90","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","gravações 35 a 37","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00913","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00914","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; OLIVIER, R. S.; SEVERO-NETO, F.","PAN033","x","18","09","2015","x","2015-09-17/2015-09-18","18.IX.2015","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'36.62""S","57°01'10.31""W","-19.576839","-57.019531","x","WGS84","x","90","90","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00914","x"
