"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Prateleira)","Localização na Coleção (Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00124","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 1","16","10","2020","09:30:00/11:30:00","2020-10-16","16.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 1","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",7,"indeterminado","não informado","larva","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00124","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00125","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 2","16","10","2020","09:30:00/11:30:00","2020-10-16","16.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 2","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",5,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00125","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00126","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 3","16","10","2020","09:30:00/11:30:00","2020-10-16","16.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 3","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00126","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00127","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","11","12","2020","09:30:00/11:30:00","2020-12-11","11.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",2,"indeterminado","não informado","larva","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00127","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00128","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 3","29","11","2020","09:30:00/11:30:00","2020-11-29","29.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 3","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Bromélia","23°51'51.09""S","51°21'03.43""W","-23.864192","-51.350953","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"indeterminado","não informado","larva","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00128","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00129","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 3","09","10","2020","09:30:00/11:30:00","2020-10-09","09.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 3","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",4,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00129","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00130","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","25","11","2020","09:30:00/11:30:00","2020-11-25","25.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",6,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00130","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00131","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 2","26","09","2020","09:30:00/11:30:00","2020-09-26","26.IX.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 2","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Rio Bom","23°47'18.10""S","51°18'07.54""W","-23.788361","-51.302094","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",5,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00131","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00132","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 1","21","11","2020","09:30:00/11:30:00","2020-11-21","21.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 1","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Rio Bom","23°47'18.10""S","51°18'07.54""W","-23.788361","-51.302094","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00132","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00133","LOTE30","MOLC","nenhum","nenhum","nenhum","Physidae Fitzinger, 1833","Physidae","Fitzinger, 1833","Animalia","Mollusca","Gastropoda","Pulmonata","Physidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","21","11","2020","09:30:00/11:30:00","2020-11-21","21.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Rio Bom","23°47'18.10""S","51°18'07.54""W","-23.788361","-51.302094","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",13,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00133","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00134","LOTE31","MOLD","nenhum","nenhum","nenhum","Planorbidae Rafinesque, 1815","Planorbidae","Rafinesque, 1815","Animalia","Mollusca","Gastropoda","Pulmonata","Planorbidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 1","06","12","2020","09:30:00/11:30:00","2020-12-06","06.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 1","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",2,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00134","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00135","LOTE31","MOLD","nenhum","nenhum","nenhum","Planorbidae Rafinesque, 1815","Planorbidae","Rafinesque, 1815","Animalia","Mollusca","Gastropoda","Pulmonata","Planorbidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 3","06","12","2020","09:30:00/11:30:00","2020-12-06","06.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 3","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","larva","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00135","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00136","LOTE31","MOLD","nenhum","nenhum","nenhum","Planorbidae Rafinesque, 1815","Planorbidae","Rafinesque, 1815","Animalia","Mollusca","Gastropoda","Pulmonata","Planorbidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 1","16","10","2020","09:30:00/11:30:00","2020-10-16","16.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 1","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",9,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00136","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00137","LOTE31","MOLD","nenhum","nenhum","nenhum","Planorbidae Rafinesque, 1815","Planorbidae","Rafinesque, 1815","Animalia","Mollusca","Gastropoda","Pulmonata","Planorbidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 2","16","10","2020","09:30:00/11:30:00","2020-10-16","16.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 2","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",4,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00137","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00138","LOTE31","MOLD","nenhum","nenhum","nenhum","Planorbidae Rafinesque, 1815","Planorbidae","Rafinesque, 1815","Animalia","Mollusca","Gastropoda","Pulmonata","Planorbidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","11","12","2020","09:30:00/11:30:00","2020-12-11","11.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00138","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00139","LOTE31","MOLD","nenhum","nenhum","nenhum","Planorbidae Rafinesque, 1815","Planorbidae","Rafinesque, 1815","Animalia","Mollusca","Gastropoda","Pulmonata","Planorbidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 1","29","11","2020","09:30:00/11:30:00","2020-11-29","29.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 1","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Bromélia","23°51'51.09""S","51°21'03.43""W","-23.864192","-51.350953","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",11,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00139","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00140","LOTE31","MOLD","nenhum","nenhum","nenhum","Planorbidae Rafinesque, 1815","Planorbidae","Rafinesque, 1815","Animalia","Mollusca","Gastropoda","Pulmonata","Planorbidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 2","09","10","2020","09:30:00/11:30:00","2020-10-09","09.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 2","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",2,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00140","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00141","LOTE31","MOLD","nenhum","nenhum","nenhum","Planorbidae Rafinesque, 1815","Planorbidae","Rafinesque, 1815","Animalia","Mollusca","Gastropoda","Pulmonata","Planorbidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 3","09","10","2020","09:30:00/11:30:00","2020-10-09","09.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 3","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00141","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00142","LOTE31","MOLD","nenhum","nenhum","nenhum","Planorbidae Rafinesque, 1815","Planorbidae","Rafinesque, 1815","Animalia","Mollusca","Gastropoda","Pulmonata","Planorbidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","25","11","2020","09:30:00/11:30:00","2020-11-25","25.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",10,"indeterminado","não informado","larva","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00142","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00143","LOTE31","MOLD","nenhum","nenhum","nenhum","Planorbidae Rafinesque, 1815","Planorbidae","Rafinesque, 1815","Animalia","Mollusca","Gastropoda","Pulmonata","Planorbidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 3","25","11","2020","09:30:00/11:30:00","2020-11-25","25.XI.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 3","América do Sul","Brasil","BRA","Tibagi","Paraná","Londrina","x","Lerrovile","23°45'00.08""S","51°01'29.15""W","-23.750022","-51.024764","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",9,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00143","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00144","LOTE31","MOLD","nenhum","nenhum","nenhum","Planorbidae Rafinesque, 1815","Planorbidae","Rafinesque, 1815","Animalia","Mollusca","Gastropoda","Pulmonata","Planorbidae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 1","26","09","2020","09:30:00/11:30:00","2020-09-26","26.IX.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 1","América do Sul","Brasil","BRA","Ivaí","Paraná","Marilândia do Sul","x","Rio Bom","23°47'18.10""S","51°18'07.54""W","-23.788361","-51.302094","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00144","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00145","LOTE32","MOLE","nenhum","nenhum","nenhum","Thiaridae Gill, 1871 (1823)","Thiaridae","Gill, 1871 (1823)","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Thiaridae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 3","13","10","2020","09:30:00/11:30:00","2020-10-13","13.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 3","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",4,"indeterminado","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00145","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00146","LOTE32","MOLE","nenhum","nenhum","nenhum","Thiaridae Gill, 1871 (1823)","Thiaridae","Gill, 1871 (1823)","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Thiaridae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 1","06","12","2020","09:30:00/11:30:00","2020-12-06","06.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 1","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel I","23°16'39.31""S","51°25'55.70""W","-23.277586","-51.432139","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",6,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00146","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00147","LOTE32","MOLE","nenhum","nenhum","nenhum","Thiaridae Gill, 1871 (1823)","Thiaridae","Gill, 1871 (1823)","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Thiaridae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 1; Ponto 2","16","10","2020","09:30:00/11:30:00","2020-10-16","16.X.2020","busca ativa","Mata Atlântica","final de seca","Campanha 1; Ponto 2","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","animal inteiro (ETOH 70%)",1,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00147","x"
"2021-02-11","ocultar","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MOL00148","LOTE32","MOLE","nenhum","nenhum","nenhum","Thiaridae Gill, 1871 (1823)","Thiaridae","Gill, 1871 (1823)","Animalia","Mollusca","Gastropoda","Neotaenioglossa","Thiaridae","x","x","x","x","família","aceito","x","indeterminado","ICZN","x","SOARES, P.","2021-01-25","voucher","COUTO, R. M. P.","x","Campanha 2; Ponto 2","11","12","2020","09:30:00/11:30:00","2020-12-11","11.XII.2020","busca ativa","Mata Atlântica","final de seca","Campanha 2; Ponto 2","América do Sul","Brasil","BRA","Paranapanema","Paraná","Rolândia","x","Aquabel II","23°16'58.70""S","51°26'48.95""W","-23.282972","-51.446931","10","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","lote de animais inteiros (ETOH 70%)",6,"hermafrodita","não informado","adulto","não informado","selvagem","não informado","nenhuma","em coleção","x","x","x","Licenciamento ambiental da empresa Sul Energia Ltda.","nenhuma","x","br:UFMS:ZUFMS:ZUFMS-MOL00148","x"
