"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização no Armário (Gaveta)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Classe","Ordem","Família","Subfamília","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00063","organizar","organizar","x","nenhum","nenhum","Akodon Meyen, 1833","Akodon","Meyen, 1833","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Akodon","x","x","x","gênero","aceito","x","indeterminado","ICZN","sp.","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","205/006","x","22","10","2016",07:28:00,"2016-10-22","22.X.2016","armadilha Tomahawk","Cerrado; floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°08'08.4""S","56°43'00.2""W","-21.135673","-56.716732","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","pele (taxidermia)",1,"macho","não informado","filhote","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00063","x"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00064","organizar","organizar","x","nenhum","nenhum","Thrichomys pachyurus (Wagner, 1845)","Thrichomys pachyurus","(Wagner, 1845)","Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Eumysopinae","Thrichomys","x","pachyurus","x","espécie","aceito","x","indeterminado","ICZN","x","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","205/009","x","22","10","2016",07:10:00,"2016-10-22","22.X.2016","armadilha Tomahawk","Cerrado; floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°08'08.4""S","56°43'00.2""W","-21.135673","-56.716732","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00064","x"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00065","organizar","organizar","x","nenhum","nenhum","Thrichomys pachyurus (Wagner, 1845)","Thrichomys pachyurus","(Wagner, 1845)","Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Eumysopinae","Thrichomys","x","pachyurus","x","espécie","aceito","x","indeterminado","ICZN","x","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","205/010","x","22","10","2016",07:33:00,"2016-10-22","22.X.2016","armadilha Tomahawk","Cerrado; floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°08'08.4""S","56°43'00.2""W","-21.135673","-56.716732","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00065","x"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00066","organizar","organizar","x","nenhum","nenhum","Thrichomys pachyurus (Wagner, 1845)","Thrichomys pachyurus","(Wagner, 1845)","Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Eumysopinae","Thrichomys","x","pachyurus","x","espécie","aceito","x","indeterminado","ICZN","x","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","205/011.3","x","22","10","2016",07:35:00,"2016-10-22","22.X.2016","armadilha Tomahawk","Cerrado; floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°08'08.4""S","56°43'00.2""W","-21.135673","-56.716732","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00066","x"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00067","organizar","organizar","x","nenhum","nenhum","Thrichomys pachyurus (Wagner, 1845)","Thrichomys pachyurus","(Wagner, 1845)","Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Eumysopinae","Thrichomys","x","pachyurus","x","espécie","aceito","x","indeterminado","ICZN","x","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","205/012","x","22","10","2016",07:39:00,"2016-10-22","22.X.2016","armadilha Tomahawk","Cerrado; floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°08'08.4""S","56°43'00.2""W","-21.135673","-56.716732","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00067","x"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00068","organizar","organizar","x","nenhum","nenhum","Thrichomys pachyurus (Wagner, 1845)","Thrichomys pachyurus","(Wagner, 1845)","Animalia","Chordata","Mammalia","Rodentia","Echimyidae","Eumysopinae","Thrichomys","x","pachyurus","x","espécie","aceito","x","indeterminado","ICZN","x","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","205/013","x","22","10","2016",07:41:00,"2016-10-22","22.X.2016","armadilha Tomahawk","Cerrado; floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°08'08.4""S","56°43'00.2""W","-21.135673","-56.716732","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00068","x"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00069","organizar","organizar","x","nenhum","nenhum","Marmosa budini Thomas, 1919","Marmosa budini","Thomas, 1919","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphinae","Marmosa","x","budini","x","espécie","aceito","x","indeterminado","ICZN","x","SEMEDO T. B. F.","2019-09-13","voucher","SANTOS, C. C.","206.15","x","31","07","2017","x","2017-07-31","31.VII.2017","armadilha Tomahawk","Cerrado; floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","x","x","x","x","nulo","x","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00069","Micoureus constantiae (Thomas, 1904), ID por CÁCERES, N. 2017-10-25"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00070","organizar","organizar","x","nenhum","nenhum","Oecomys mamorae (Thomas, 1906)","Oecomys marmorae","(Thomas, 1906)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Oecomys","x","marmorae","x","espécie","aceito","x","indeterminado","ICZN","x","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","218/001","x","12","03","2016",09:00:00,"2016-03-12","12.III.2016","armadilha Sherman","Cerrado; floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°02'28.0""S","56°37'56.4""W","-21.041115","-56.632342","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"fêmea","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00070","x"
"2017-10-25","ocultar; neto vai verificar com Cynthia para descarte","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00071","organizar","organizar","x","nenhum","nenhum","Hylaeamys megacephalus (Fischer, 1814)","Hylaeamys megacephalus","(Fischer, 1814)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Hylaeamys","x","megacephalus","x","espécie","aceito","x","indeterminado","ICZN","x","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","218/002","x","12","03","2016",10:31:00,"2016-03-12","12.III.2016","armadilha Tomahawk","Cerrado; floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°02'28.0""S","56°37'56.4""W","-21.041115","-56.632342","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"fêmea","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00071","x"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00072","organizar","organizar","x","nenhum","nenhum","Hylaeamys megacephalus (Fischer, 1814)","Hylaeamys megacephalus","(Fischer, 1814)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Hylaeamys","x","megacephalus","x","espécie","aceito","x","indeterminado","ICZN","x","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","218/003","x","12","03","2016",10:33:00,"2016-03-12","12.III.2016","armadilha Tomahawk","Cerrado; floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°02'28.0""S","56°37'56.4""W","-21.041115","-56.632342","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00072","x"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00073","organizar","organizar","x","nenhum","nenhum","Euryoryzomys nitidus (Thomas, 1884)","Euryoryzomys nitidus","(Thomas, 1884)","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Euryoryzomys","x","nitidus","x","espécie","aceito","x","indeterminado","ICZN","x","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","218/013","x","16","03","2016",09:09:00,"2016-03-16","16.III.2016","armadilha Tomahawk","Cerrado; floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","21°02'28.5""S","56°35'34.2""W","-21.041186","-56.592063","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"fêmea","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00073","x"
"2017-10-25","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00074","organizar","organizar","x","nenhum","nenhum","Akodon montensis Thomas, 1913","Akodon montensis","Thomas, 1913","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodontinae","Akodon","x","montensis","x","espécie","aceito","x","indeterminado","ICZN","x","CÁCERES, N.","2017-10-25","voucher","SANTOS, C. C.","244/014","x","25","06","2016",09:15:00,"2016-06-25","25.VI.2016","armadilha Tomahawk","Cerrado; floresta","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Bonito","x","x","20°55'48.9""S","56°31'00.6""W","-20.930251","-56.516840","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"macho","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","empréstimo","GR26/2019 (devolvido parcialmente)","x","x","Projeto de Doutorado Cyntia Cavalcante dos Santos","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00074","x"
"2017-11-01","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00075","organizar","organizar","x","nenhum","nenhum","Cerdocyon thous (Linnaeus, 1766)","Cerdocyon thous","(Linnaeus, 1766)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Cerdocyon","x","thous","x","espécie","aceito","x","cachorro-do-mato","ICZN","x","KANDA, C. Z.","2017-10-27","voucher","KANDA, C. Z.","227BRAN/313AZUL","x","26","10","2017","x","2017-10-26","26.X.2017","encontrado morto","Pantanal","nenhuma","busca por VHF e sinal de mortalidade","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal da Nhecolândia","Fazenda Alegria","19°01'03.0""S","56°46'09.0""W","-19.017500","-56.769167","5","WGS84","x","nulo","nulo","baía seca","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"macho","peso: 5,62kg; circunferência pescoço: 23,2cm; circunferência cabeça: 24,9cm; circunferência tórax: 35,2cm; comprimento corpo: 50,3cm; comprimento cauda: 28,5cm; altura: 35,5cm; comprimento pé: 14cm; comprimento metatarso: 9cm; comprimento cabeça: 15,3cm","adulto","indeterminado","selvagem","não informado","crânio encontrado pela busca ativa do colar GPS por meio do sinal VHF","em coleção","x","x","x","Influência da estrutura da paisagem nos padrões de movimento e na densidade populacional do cachorro do mato (Cerdocyon thous)","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00075","x"
"2019-02-07","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00076","organizar","organizar","x","nenhum","nenhum","Eira barbara (Linnaeus, 1758)","Eira barbara","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustelinae","Eira","x","barbara","x","espécie","aceito","x","irara","ICZN","x","YOGUI, D.","2018-09-02","voucher","YOGUI, D.","x","x","19","02","2018","x","2018-02-19","19.II.2018","encontrado morto","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Anhanduí","MS040 - Campo Grande até Santa Rita do Pardo","20°46'41""S","54°10'26""W","-20.777999","-54.173968","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00076","x"
"2019-02-07","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00077","organizar","organizar","x","nenhum","nenhum","Eira barbara (Linnaeus, 1758)","Eira barbara","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustelinae","Eira","x","barbara","x","espécie","aceito","x","irara","ICZN","x","YOGUI, D.","2018-01-31","voucher","YOGUI, D.","x","x","31","01","2018","x","2018-01-31","31.I.2018","encontrado morto","Eucalipto","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Três Lagoas","Garcias","BR262 - Campo Grande até Três Lagoas","20°36'11""S","52°24'43""W","-20.603038","-52.411813","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00077","x"
"2019-02-07","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00078","organizar","organizar","x","nenhum","nenhum","Galictis cuja (Molina, 1782)","Galictis cuja","(Molina, 1782)","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustelinae","Galictis","x","cuja","x","espécie","aceito","x","indeterminado","ICZN","x","YOGUI, D.","2018-12-18","voucher","YOGUI, D.","x","x","18","12","2017","x","2017-12-18","18.XII.2017","encontrado morto","pasto","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Miranda","x","BR262 - Campo Grande até a ponte do Rio Paraguai","20°15'11""S","56°21'04""W","-20.253181","-56.351190","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00078","x"
"2019-02-07","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00079","organizar","organizar","x","nenhum","nenhum","Euphractus sexcinctus (Linnaeus, 1758)","Euphractus sexcinctus","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Cingulata","Dasypodidae","Euphractinae","Euphractus","x","sexcinctus","x","espécie","aceito","x","indeterminado","ICZN","x","YOGUI, D.","2018-02-21","voucher","YOGUI, D.","x","x","21","02","2018","x","2018-02-21","21.II.2018","encontrado morto","pasto","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Santa Rita do Pardo","x","MS040 - Campo Grande até Santa Rita do Pardo","21°09'33""S","5303'55""W","-21.159288","-53.065378","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00079","x"
"2019-02-07","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00080","organizar","organizar","x","nenhum","nenhum","Didelphis albiventris Lund, 1840","Didelphis albiventris","Lund, 1840","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphinae","Didelphis","x","albiventris","x","espécie","aceito","x","gambá-de-orelha-branca","ICZN","x","SEVERO-NETO, F.","2019-02-04","voucher","SINANI, T. R. F.","x","x","x","x","2018","x","2018","2018","encontrado morto","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul","20°29'57""S","54°36'43""W","-20.499167","-54.611944","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00080","x"
"2019-02-07","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00081","organizar","organizar","x","nenhum","nenhum","Didelphis albiventris Lund, 1840","Didelphis albiventris","Lund, 1840","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphinae","Didelphis","x","albiventris","x","espécie","aceito","x","gambá-de-orelha-branca","ICZN","x","SEVERO-NETO, F.","2019-02-04","voucher","SINANI, T. R. F.; ALEXANDRE, D. H. R.","x","x","13","07","2017","x","2017-07-13","13.VII.2017","encontrado morto","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Jardim do laboratório de Botânica; UFMS","20°30'0.21""S","54°36'42""W","-20.500058","-54.611667","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00081","x"
"2019-02-07","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00082","organizar","organizar","x","nenhum","nenhum","Didelphis albiventris Lund, 1840","Didelphis albiventris","Lund, 1840","Animalia","Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphinae","Didelphis","x","albiventris","x","espécie","aceito","x","gambá-de-orelha-branca","ICZN","x","SEVERO-NETO, F.","2019-02-04","voucher","GRACIOLLI, G.","x","x","x","x","2017","x","2017","2017","encontrado morto","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Próximo ao prédio do CPBio","20°29'59""S","54°36'41""W","-20.499722","-54.611389","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica); pele (taxidermia)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","x","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00082","x"
"2019-02-07","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00083","organizar","organizar","x","nenhum","nenhum","Galictis cuja (Molina, 1782)","Galictis cuja","(Molina, 1782)","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustelinae","Galictis","x","cuja","x","espécie","aceito","x","indeterminado","ICZN","x","YOGUI, D.","2017-10-24","voucher","YOGUI, D.","x","x","24","10","2017","x","2017-10-24","24.X.2017","encontrado morto","pasto","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Terenos","x","BR262 - Campo Grande até a ponte do Rio Paraguai","20°25'28""S","54°58'35""W","-20.424363","-54.976506","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00083","x"
"2019-02-07","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00084","organizar","organizar","x","nenhum","nenhum","Lycalopex vetulus (Lund, 1842)","Lycalopex vetulus","(Lund, 1842)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Pseudalopex","x","vetulus","x","espécie","aceito","x","indeterminado","ICZN","x","YOGUI, D.","2018-05-30","voucher","YOGUI, D.","x","x","30","05","2018","x","2018-05-30","30.V.2018","encontrado morto","pasto","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Nova Alvorada do Sul","x","MS338/BR267/BR163 - Santa Rita do Pardo até Campo Grande","21°35'29""S","54°00'35""W","-21.591324","-54.009698","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00084","x"
"2019-02-07","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00085","organizar","organizar","x","nenhum","nenhum","Speothos venaticus (Lund, 1842)","Speothos venaticus","(Lund, 1842)","Animalia","Chordata","Mammalia","Carnivora","Canidea","Caninae","Speothos","x","venaticus","x","espécie","aceito","x","indeterminado","ICZN","x","YOGUI, D.","2017-10-24","voucher","YOGUI, D.","x","x","24","10","2017","x","2017-10-24","24.X.2017","encontrado morto","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Anastácio","x","BR262 - Campo Grande até a ponte do Rio Paraguai","20°30'17""S","55°43'45""W","-20.504665","-55.729188","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00085","x"
"2019-02-14","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-MNV00086","organizar","organizar","nenhum","nenhum","nenhum","Leopardus pardalis (Linnaeus, 1758)","Leopardus pardalis","(Linnaeus, 1758)","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felinae","Leopardus","x","pardalis","x","espécie","aceito","x","jaguatirica","ICZN","x","YOGUI, D.","2018-06-04","voucher","YOGUI, D.","x","x","06","04","2018","x","2018-04-06","6.IV.2018","encontrado morto","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","Anhanduí","MS040 - Campo Grande até Santa Rita do Pardo","21°06'30""S","53°48'54""W","-21.108285","-53.814995","nulo","WGS84","x","nulo","nulo","não informado","nulo","nulo","nenhuma","crânio (osteotécnica)",1,"indeterminado","não informado","adulto","indeterminado","selvagem","não informado","nenhuma","em coleção","x","x","x","Projeto Bandeiras e Rodovias","nenhuma","ITIS, 2019","br:UFMS:ZUFMS:ZUFMS-MNV00086","x"
